id,Author list,title,Year,m_control,n_control,sd_control,se_control,m_treatment,n_treatment,sd_treatment,se_treatment,m_Measure,m_raw,m_time,m_Location,Species,Treatment_Type,Treatment_Overall,Treatment_Name,Sex,Strain,Other Variables,notes,mice900_keep
802,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,33,57,,,44,56,,,median,N,months,Figure2,mice,Percent Reduction,Dietary restriction,RR50,female,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning),Y
803,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,33,57,,,40,56,,,median,N,months,Figure2,mice,Percent Reduction,Dietary restriction,NR50lopro,female,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning),Y
804,"Wolf, Norman S. and Li, Yi and Pendergrass, William and Schmeider, Charles and Turturro, Angelo",Normal Mouse and Rat Strains as Models for Age-related Cataract and the Effect of Caloric Restriction on its Development,2000,22.8,50,,,29.7,50,,,median,N,months,fig 10,rats,Percent Reduction,Dietary restriction,CR,mixed,F344 rats,None,,NA
805,"Wolf, Norman S. and Li, Yi and Pendergrass, William and Schmeider, Charles and Turturro, Angelo",Normal Mouse and Rat Strains as Models for Age-related Cataract and the Effect of Caloric Restriction on its Development,2000,27.2,50,,,30.8,50,,,median,N,months,fig 14,mice,Percent Reduction,Dietary restriction,CR,mixed,B6 mice,None,,N
806,"Wolf, Norman S. and Li, Yi and Pendergrass, William and Schmeider, Charles and Turturro, Angelo",Normal Mouse and Rat Strains as Models for Age-related Cataract and the Effect of Caloric Restriction on its Development,2000,29.6,50,,,34.2,50,,,median,N,months,fig 8,rats,Percent Reduction,Dietary restriction,CR,mixed,BN rats,None,,NA
807,"Wolf, Norman S. and Li, Yi and Pendergrass, William and Schmeider, Charles and Turturro, Angelo",Normal Mouse and Rat Strains as Models for Age-related Cataract and the Effect of Caloric Restriction on its Development,2000,30.8,50,,,42.6,50,,,median,N,months,fig 16,mice,Percent Reduction,Dietary restriction,CR,mixed,B6D2F1 mice,None,,Y
808,"Wolf, Norman S. and Li, Yi and Pendergrass, William and Schmeider, Charles and Turturro, Angelo",Normal Mouse and Rat Strains as Models for Age-related Cataract and the Effect of Caloric Restriction on its Development,2000,32,50,,,44,50,,,median,N,months,fig 12,mice,Percent Reduction,Dietary restriction,CR,mixed,B6C3F1 mice,None,,Y
809,"Xie, K. and Neff, F. and Markert, A. and Rozman, J. and Aguilar-Pimentel, J. A. and Amarie, O. V. and Becker, L. and Brommage, R. and Garrett, L. and Henzel, K. S. and Holter, S. M. and Janik, D. and Lehmann, I. and Moreth, K. and Pearson, B. L. and Racz, I. and Rathkolb, B. and Ryan, D. P. and Schroder, S. and Treise, I. and Bekeredjian, R. and Busch, D. H. and Graw, J. and Ehninger, G. and Klingenspor, M. and Klopstock, T. and Ollert, M. and Sandholzer, M. and Schmidt-Weber, C. and Weiergraber, M. and Wolf, E. and Wurst, W. and Zimmer, A. and Gailus-Durner, V. and Fuchs, H. and Hrabe de Angelis, M. and Ehninger, D.",Every-other-day feeding extends lifespan but fails to delay many symptoms of aging in mice,2017,806,43,,,908,37,,,mean,N,days,p2 and fig1d,mice,Fasted,Dietary restriction,EOD,male,C57BL/6J mice,None,,N
810,"Xie, K. and Neff, F. and Markert, A. and Rozman, J. and Aguilar-Pimentel, J. A. and Amarie, O. V. and Becker, L. and Brommage, R. and Garrett, L. and Henzel, K. S. and Holter, S. M. and Janik, D. and Lehmann, I. and Moreth, K. and Pearson, B. L. and Racz, I. and Rathkolb, B. and Ryan, D. P. and Schroder, S. and Treise, I. and Bekeredjian, R. and Busch, D. H. and Graw, J. and Ehninger, G. and Klingenspor, M. and Klopstock, T. and Ollert, M. and Sandholzer, M. and Schmidt-Weber, C. and Weiergraber, M. and Wolf, E. and Wurst, W. and Zimmer, A. and Gailus-Durner, V. and Fuchs, H. and Hrabe de Angelis, M. and Ehninger, D.",Every-other-day feeding extends lifespan but fails to delay many symptoms of aging in mice,2017,850,43,,,925,37,,,median,N,days,p2 and fig1d,mice,Fasted,Dietary restriction,EOD,male,C57BL/6J mice,None,,Y
811,"Yamauchi, K. and Ono, T. and Ayabe, Y. and Hisamatsu, S. and Yoneya, M. and Tsutsumi, Y. and Komura, J. I.",Life-Shortening Effect of Chronic Low-Dose-Rate Irradiation in Calorie-Restricted Mice,2019,1010,62,,,1258,62,,,median,N,days,table 1,mice,Percent Reduction,Dietary restriction,Irradiation - ,male,B6C3F1/Jcl mice,Radiation,,Y
812,"Yamauchi, K. and Ono, T. and Ayabe, Y. and Hisamatsu, S. and Yoneya, M. and Tsutsumi, Y. and Komura, J. I.",Life-Shortening Effect of Chronic Low-Dose-Rate Irradiation in Calorie-Restricted Mice,2019,931,63,,,1115,63,,,median,N,days,table 1,mice,Percent Reduction,Dietary restriction,Iraddation +,male,B6C3F1/Jcl mice,Radiation,,Y
813,"Yamaza, H. and Komatsu, T. and Wakita, S. and Kijogi, C. and Park, S. and Hayashi, H. and Chiba, T. and Mori, R. and Furuyama, T. and Mori, N. and Shimokawa, I.",FoxO1 is involved in the antineoplastic effect of calorie restriction,2010,121,25,,,165,20,,,median,N,weeks,table 3,mice,Percent Reduction,Dietary restriction,CR,male,FoxO1-knockout heterozygotic (HT),FoxO knockout,,Y
814,"Yamaza, H. and Komatsu, T. and Wakita, S. and Kijogi, C. and Park, S. and Hayashi, H. and Chiba, T. and Mori, R. and Furuyama, T. and Mori, N. and Shimokawa, I.",FoxO1 is involved in the antineoplastic effect of calorie restriction,2010,133,19,,,167,23,,,median,N,weeks,table 3,mice,Percent Reduction,Dietary restriction,CR,male,C57BL/6J mice,FoxO knockout,,Y
815,"Yoshida, K. and Inoue, T. and Nojima, K. and Hirabayashi, Y. and Sado, T.",Calorie restriction reduces the incidence of myeloid leukemia induced by a single whole-body radiation in C3H/He mice,1997,788.1,165,186.2558724,14.5,832.6,135,213.7886807,18.4,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,CRA,male,C3H HeNirM,Radiation,,N
816,"Yoshida, K. and Inoue, T. and Nojima, K. and Hirabayashi, Y. and Sado, T.",Calorie restriction reduces the incidence of myeloid leukemia induced by a single whole-body radiation in C3H/He mice,1997,674.7,163,162.1427458,12.7,773.6,131,194.5738934,17,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,3RA,male,C3H HeNirM,Radiation,,N
817,"Yoshida, K. and Inoue, T. and Nojima, K. and Hirabayashi, Y. and Sado, T.",Calorie restriction reduces the incidence of myeloid leukemia induced by a single whole-body radiation in C3H/He mice,1997,788.1,165,186.2558724,14.5,805.9,70,209.1650066,25,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,CRB,male,C3H HeNirM,Radiation,,N
818,"Yoshida, K. and Inoue, T. and Nojima, K. and Hirabayashi, Y. and Sado, T.",Calorie restriction reduces the incidence of myeloid leukemia induced by a single whole-body radiation in C3H/He mice,1997,674.7,163,162.1427458,12.7,713.4,76,223.1756259,25.6,mean,N,days,table 1,mice,Percent Reduction,Dietary restriction,3RB,male,C3H HeNirM,Radiation,,N
819,"Yoshida, K. and Inoue, T. and Nojima, K. and Hirabayashi, Y. and Sado, T.",Calorie restriction reduces the incidence of myeloid leukemia induced by a single whole-body radiation in C3H/He mice,1997,830,165,,,875,135,,,median,N,days,Fig 4,mice,Percent Reduction,Dietary restriction,CRA,male,C3H HeNirM,Radiation,,N
820,"Yoshida, K. and Inoue, T. and Nojima, K. and Hirabayashi, Y. and Sado, T.",Calorie restriction reduces the incidence of myeloid leukemia induced by a single whole-body radiation in C3H/He mice,1997,683,163,,,810,131,,,median,N,days,Fig 4,mice,Percent Reduction,Dietary restriction,3RA,male,C3H HeNirM,Radiation,,N
821,"Yoshida, K. and Inoue, T. and Nojima, K. and Hirabayashi, Y. and Sado, T.",Calorie restriction reduces the incidence of myeloid leukemia induced by a single whole-body radiation in C3H/He mice,1997,830,165,,,870,70,,,median,N,days,Fig 4,mice,Percent Reduction,Dietary restriction,CRB,male,C3H HeNirM,Radiation,,N
822,"Yoshida, K. and Inoue, T. and Nojima, K. and Hirabayashi, Y. and Sado, T.",Calorie restriction reduces the incidence of myeloid leukemia induced by a single whole-body radiation in C3H/He mice,1997,683,163,,,736,76,,,median,N,days,Fig 4,mice,Percent Reduction,Dietary restriction,3RB,male,C3H HeNirM,Radiation,,N
823,"Yu, B. P. and Masoro, E. J. and McMahan, C. A.","Nutritional influences on aging of Fischer 344 rats: I. Physical, metabolic, and longevity characteristics",1985,701,40,,,1057,40,,,median,N,days,table 3,rats,Percent Reduction,Dietary restriction,Group 2,male,Fischer 344,None,gropu 5 not compare as another ad libtium,NA
824,"Yu, B. P. and Masoro, E. J. and McMahan, C. A.","Nutritional influences on aging of Fischer 344 rats: I. Physical, metabolic, and longevity characteristics",1985,701,40,,,941,40,,,median,N,days,table 3,rats,Percent Reduction,Dietary restriction,Group 4,male,Fischer 344,None,gropu 5 not compare as another ad libtium,NA
825,"Yu, B. P. and Masoro, E. J. and McMahan, C. A.","Nutritional influences on aging of Fischer 344 rats: I. Physical, metabolic, and longevity characteristics",1985,701,40,,,808,40,,,median,N,days,table 3,rats,Percent Reduction,Dietary restriction,Group 3,male,Fischer 344,None,gropu 5 not compare as another ad libtium,NA
826,"Yu, Byung Pal","Life-Span Study of SPF Fischer 344 Male Rats Fed Ad Libitum or Restricted Diets: Longevity, Growth, Lean Body Mass and Disease",1982,701,115,107.2380529,10,986,115,268.0951324,25,mean,N,days,fig6,rats,Percent Reduction,Dietary restriction,Group R,male,Fischer 344 rats,None,,NA
827,"Yu, Byung Pal","Life-Span Study of SPF Fischer 344 Male Rats Fed Ad Libitum or Restricted Diets: Longevity, Growth, Lean Body Mass and Disease",1982,714,115,,,1047,115,,,median,N,days,fig6,rats,Percent Reduction,Dietary restriction,Group R,male,Fischer 344 rats,None,,NA
828,"Yu, D. and Tomasiewicz, J. L. and Yang, S. E. and Miller, B. R. and Wakai, M. H. and Sherman, D. S. and Cummings, N. E. and Baar, E. L. and Brinkman, J. A. and Syed, F. A. and Lamming, D. W.",Calorie-Restriction-Induced Insulin Sensitivity Is Mediated by Adipose mTORC2 and Not Required for Lifespan Extension,2019,766.3478261,23,139.4452022,29.07633464,1015.222222,27,243.4823218,46.85819468,mean,Y,days,TableS2,mice,Percent Reduction,Dietary restriction,AQ-RKO mice,female,AQ-RKO mice,Adipose mtorc,,Y
829,"Yu, D. and Tomasiewicz, J. L. and Yang, S. E. and Miller, B. R. and Wakai, M. H. and Sherman, D. S. and Cummings, N. E. and Baar, E. L. and Brinkman, J. A. and Syed, F. A. and Lamming, D. W.",Calorie-Restriction-Induced Insulin Sensitivity Is Mediated by Adipose mTORC2 and Not Required for Lifespan Extension,2019,838.8333333,30,149.6112395,27.31515025,984.1923077,26,379.3469145,74.39605075,mean,Y,days,TableS2,mice,Percent Reduction,Dietary restriction,WT,female,WT,Adipose mtorc,,Y
830,"Yu, D. and Tomasiewicz, J. L. and Yang, S. E. and Miller, B. R. and Wakai, M. H. and Sherman, D. S. and Cummings, N. E. and Baar, E. L. and Brinkman, J. A. and Syed, F. A. and Lamming, D. W.",Calorie-Restriction-Induced Insulin Sensitivity Is Mediated by Adipose mTORC2 and Not Required for Lifespan Extension,2019,888,25,179.6503549,35.93007097,1109,23,249.0456885,51.9296158,mean,Y,days,TableS2,mice,Percent Reduction,Dietary restriction,AQ-RKO mice,male,AQ-RKO mice,Adipose mtorc,,Y
831,"Yu, D. and Tomasiewicz, J. L. and Yang, S. E. and Miller, B. R. and Wakai, M. H. and Sherman, D. S. and Cummings, N. E. and Baar, E. L. and Brinkman, J. A. and Syed, F. A. and Lamming, D. W.",Calorie-Restriction-Induced Insulin Sensitivity Is Mediated by Adipose mTORC2 and Not Required for Lifespan Extension,2019,926,37,219.2886979,36.05083986,1011,22,361.3111435,77.03179462,mean,Y,days,TableS2,mice,Percent Reduction,Dietary restriction,WT,male,WT,Adipose mtorc,,Y
832,"Yu, D. and Tomasiewicz, J. L. and Yang, S. E. and Miller, B. R. and Wakai, M. H. and Sherman, D. S. and Cummings, N. E. and Baar, E. L. and Brinkman, J. A. and Syed, F. A. and Lamming, D. W.",Calorie-Restriction-Induced Insulin Sensitivity Is Mediated by Adipose mTORC2 and Not Required for Lifespan Extension,2019,803,23,,,1090,27,,,median,Y,days,Figure 7E + TableS2,mice,Percent Reduction,Dietary restriction,AQ-RKO mice,female,AQ-RKO mice,Adipose mtorc,,Y
833,"Yu, D. and Tomasiewicz, J. L. and Yang, S. E. and Miller, B. R. and Wakai, M. H. and Sherman, D. S. and Cummings, N. E. and Baar, E. L. and Brinkman, J. A. and Syed, F. A. and Lamming, D. W.",Calorie-Restriction-Induced Insulin Sensitivity Is Mediated by Adipose mTORC2 and Not Required for Lifespan Extension,2019,863,30,,,1187,26,,,median,Y,days,Figure 7E + TableS2,mice,Percent Reduction,Dietary restriction,WT,female,WT,Adipose mtorc,,Y
834,"Yu, D. and Tomasiewicz, J. L. and Yang, S. E. and Miller, B. R. and Wakai, M. H. and Sherman, D. S. and Cummings, N. E. and Baar, E. L. and Brinkman, J. A. and Syed, F. A. and Lamming, D. W.",Calorie-Restriction-Induced Insulin Sensitivity Is Mediated by Adipose mTORC2 and Not Required for Lifespan Extension,2019,928,25,,,1115,23,,,median,Y,days,Figure 7E + TableS2,mice,Percent Reduction,Dietary restriction,AQ-RKO mice,male,AQ-RKO mice,Adipose mtorc,,Y
835,"Yu, D. and Tomasiewicz, J. L. and Yang, S. E. and Miller, B. R. and Wakai, M. H. and Sherman, D. S. and Cummings, N. E. and Baar, E. L. and Brinkman, J. A. and Syed, F. A. and Lamming, D. W.",Calorie-Restriction-Induced Insulin Sensitivity Is Mediated by Adipose mTORC2 and Not Required for Lifespan Extension,2019,949,37,,,1132,22,,,median,Y,days,Figure 7E + TableS2,mice,Percent Reduction,Dietary restriction,WT,male,WT,Adipose mtorc,,Y
836,"Zaradzki, M. and Mohr, F. and Lont, S. and Soethoff, J. and Remes, A. and Arif, R. and Muller, O. J. and Karck, M. and Hecker, M. and Wagner, A. H.",Short-term rapamycin treatment increases life span and attenuates aortic aneurysm in a murine model of Marfan-Syndrome,2022,14.4,9,,,20.9,9,,,mean,N,weeks,Text3.3 mean+ss,mice,Rapamycin,Rapamycin,Rapa,male,mgR/mgR mice,MFS model,,N
837,"Zaradzki, M. and Mohr, F. and Lont, S. and Soethoff, J. and Remes, A. and Arif, R. and Muller, O. J. and Karck, M. and Hecker, M. and Wagner, A. H.",Short-term rapamycin treatment increases life span and attenuates aortic aneurysm in a murine model of Marfan-Syndrome,2022,28.4,8,,,38.9,8,,,mean,N,weeks,Text3.3 mean+ss,mice,Rapamycin,Rapamycin,Rapa,female,mgR/mgR mice,MFS model,,N
838,"Zaradzki, M. and Mohr, F. and Lont, S. and Soethoff, J. and Remes, A. and Arif, R. and Muller, O. J. and Karck, M. and Hecker, M. and Wagner, A. H.",Short-term rapamycin treatment increases life span and attenuates aortic aneurysm in a murine model of Marfan-Syndrome,2022,14,9,,,20,9,,,median,N,weeks,Fig 4,mice,Rapamycin,Rapamycin,Rapa,male,mgR/mgR mice,MFS model,,N
839,"Zaradzki, M. and Mohr, F. and Lont, S. and Soethoff, J. and Remes, A. and Arif, R. and Muller, O. J. and Karck, M. and Hecker, M. and Wagner, A. H.",Short-term rapamycin treatment increases life span and attenuates aortic aneurysm in a murine model of Marfan-Syndrome,2022,26,8,,,30,8,,,median,N,weeks,Fig 4,mice,Rapamycin,Rapamycin,Rapa,female,mgR/mgR mice,MFS model,,N
840,"Zha, Y. and Taguchi, T. and Nazneen, A. and Shimokawa, I. and Higami, Y. and Razzaque, M. S.","Genetic suppression of GH-IGF-1 activity, combined with lifelong caloric restriction, prevents age-related renal damage and prolongs the life span in rats",2008,127.2,30,,,142.56,30,,,median,N,weeks,fig2,rats,Percent Reduction,Dietary restriction,wt/wt (CR),male,"transgenic male rats [mini, Jcl:Wistar-TgN(ARGHGEN) 1Nts]",chronic supression of kidneys,,NA
841,"Zha, Y. and Taguchi, T. and Nazneen, A. and Shimokawa, I. and Higami, Y. and Razzaque, M. S.","Genetic suppression of GH-IGF-1 activity, combined with lifelong caloric restriction, prevents age-related renal damage and prolongs the life span in rats",2008,138.24,30,,,155.52,30,,,median,N,weeks,fig2,rats,Percent Reduction,Dietary restriction,tg/wt (CR),male,"transgenic male rats [mini, Jcl:Wistar-TgN(ARGHGEN) 1Nts]",chronic supression of kidneys,,NA
842,"Zhang, Y. and Bokov, A. and Gelfond, J. and Soto, V. and Ikeno, Y. and Hubbard, G. and Diaz, V. and Sloane, L. and Maslin, K. and Treaster, S. and Rendon, S. and van Remmen, H. and Ward, W. and Javors, M. and Richardson, A. and Austad, S. N. and Fischer, K.",Rapamycin extends life and health in C57BL/6 mice,2014,874,43,,,917,45,,,median,N,days,TableS5,mice,Rapamycin,Rapamycin,Rapamycin-fed,female,C57BL/6Nia mice,None,,Y
843,"Zhang, Y. and Bokov, A. and Gelfond, J. and Soto, V. and Ikeno, Y. and Hubbard, G. and Diaz, V. and Sloane, L. and Maslin, K. and Treaster, S. and Rendon, S. and van Remmen, H. and Ward, W. and Javors, M. and Richardson, A. and Austad, S. N. and Fischer, K.",Rapamycin extends life and health in C57BL/6 mice,2014,954,44,,,921,45,,,median,N,days,TableS5,mice,Rapamycin,Rapamycin,Rapamycin-fed,male,C57BL/6Nia mice,None,,Y
